"""Event""",,,,,,,,,,,,,,,,,
event_id,brand,parent_company,product_category,sku,product_name,price_usd,region,city,location_type,event_type,start_date,end_date,lease_length_days,avg_daily_footfall,units_sold,units_allocated,sell_through_pct
POP100096,Sisley-Paris,Sisley,Eye Products,LE-SO1U3PWD,Sisley-Paris Noir Mascara,45.95,Latin America,Bogotá,Department Store Atrium,Standalone Pop-Up,2024-05-05,2024-06-27,53,1421,2024,3062.027231,0.661
POP102032,Pat McGrath Labs,Private,Skincare,LE-EGTWQEOD,Pat McGrath Labs Rouge Serum,180.64,Asia-Pacific,Singapore,High-Street,Mall Kiosk,2024-06-05,2024-08-08,64,1720,1828,2823.166023,0.6475
POP101018,Fenty Beauty,LVMH,Fragrances,LE-K1K7THD4,Fenty Beauty Glow Blush,53.21,Asia-Pacific,Tokyo,High-Street,Shop-in-Shop,2024-03-05,2024-05-27,83,2323,1149,2709.90566,0.424
POP101232,Hermès Beauty,Hermès International,Fragrances,LE-S1QKEAC9,Hermès Beauty Noir Highlighter,56.16,Latin America,São Paulo,Department Store Atrium,Shop-in-Shop,2025-01-31,2025-02-15,15,1196,1933,3515.184579,0.5499
POP101389,NARS,Estée Lauder Companies,Skincare,LE-2765UXVM,NARS Velvet Serum,275.74,North America,,Art/Design District,Standalone Pop-Up,2024-08-01,2024-08-24,23,481,799,875.0410689,0.9131
POP100188,Bobbi Brown,Estée Lauder Companies,Eye Products,LE-FMD9EX95,Bobbi Brown Mirage Mascara,51.47,North America,Los Angeles,Department Store Atrium,Mobile Pop-Up Truck,2024-03-26,2024-06-16,82,1407,869,1474.881195,0.5892
POP101565,Hourglass,Unilever,Face Products,LE-6OROBCT0,Hourglass Rouge Setting Powder,51.77,Asia-Pacific,Singapore,Airport Duty-Free,Flash Event,2025-03-08,2025-04-23,46,2374,3767,4547.86913,0.8283
POP101071,Chanel,Chanel Limited,Eye Products,LE-GJ8YS5BX,Chanel Glow Mascara,35.39,Latin America,Buenos Aires,Luxury Mall,Mobile Pop-Up Truck,2024-07-06,2024-09-18,74,725,209,227.9917094,0.9167
POP100930,Armani Beauty,L’Oréal Group,Fragrances,LE-XZR6KFD7,Armani Beauty Velvet Highlighter,40.57,Asia-Pacific,Hong Kong,Airport Duty-Free,Flash Event,2025-01-23,2025-03-06,42,1995,4800,4811.065451,0.9977
POP101997,Bobbi Brown,Estée Lauder Companies,Other,LE-8JV6H8EN,Bobbi Brown Satin Primer,70.84,Middle East,Riyadh,High-Street,Mall Kiosk,2024-04-05,2024-05-16,41,1540,2604,4386.792453,0.5936
POP101137,YSL Beauty,L’Oréal Group,Fragrances,LE-Y0NS4HQK,YSL Beauty Mirage Fragrance,144.15,Asia-Pacific,Shanghai,High-Street,Mobile Pop-Up Truck,2024-02-20,2024-03-25,34,2457,2980,4439.147922,0.6713
POP101334,Shiseido,Shiseido Company Limited,Other,LE-QKE0EWVY,Shiseido Pearl Highlighter,88.84,North America,Chicago,Airport Duty-Free,Mobile Pop-Up Truck,2025-01-09,2025-01-30,21,1149,2579,3248.929201,0.7938
POP101204,Huda Beauty,Private,Face Products,LE-FMZJRQR4,Huda Beauty Noir Foundation,86.83,Middle East,Doha,Department Store Atrium,Mall Kiosk,2025-02-19,2025-05-15,85,621,2900,4696.356275,0.6175
POP101404,Pat McGrath Labs,Private,Other,LE-CW755HTH,Pat McGrath Labs Rouge Primer,68.35,North America,Chicago,Airport Duty-Free,Mobile Pop-Up Truck,2025-05-21,2025-05-27,6,1090,2301,3477.932285,0.6616
POP100440,Huda Beauty,Private,Fragrances,LE-D765EHRJ,Huda Beauty Pearl Blush,33.95,Middle East,Doha,Airport Duty-Free,Mobile Pop-Up Truck,2024-09-16,2024-12-14,89,2396,3234,3509.876275,0.9214
POP101694,NARS,Estée Lauder Companies,Other,LE-ZOMNND2X,NARS Mirage Highlighter,65.56,North America,Los Angeles,High-Street,Mobile Pop-Up Truck,2024-05-16,2024-06-14,29,2638,3844,4057.848622,0.9473
POP100210,Sisley-Paris,Sisley,Face Products,LE-22RH6KEE,Sisley-Paris Opulence Setting Powder,55.01,Latin America,Bogotá,High-Street,Flash Event,2024-12-27,2025-01-31,35,2113,2900,3521.126761,0.8236
POP100588,Rare Beauty,Private,Eye Products,LE-NVOTE5T7,Rare Beauty Éclat Mascara,71.37,Middle East,Riyadh,Art/Design District,Standalone Pop-Up,2024-07-30,2024-08-19,20,1229,2079,2280.105286,0.9118
POP101067,Huda Beauty,Private,Fragrances,LE-0XCT2C5L,Huda Beauty Rouge Blush,43.36,Latin America,São Paulo,Luxury Mall,Mobile Pop-Up Truck,2025-04-01,2025-05-22,51,1788,964,1769.131951,0.5449
POP101378,Valentino Beauty,L’Oréal Group,Lip Products,LE-G5Q1WVMH,Valentino Beauty Pearl Lipstick,42.75,Latin America,Bogotá,Luxury Mall,Mobile Pop-Up Truck,2024-08-10,2024-09-05,26,1832,2060,2578.868302,0.7988
POP101852,Clé de Peau Beauté,Shiseido Company Limited,Eye Products,LE-OZBSWMVU,Clé de Peau Beauté Velvet Eyeshadow Palette,145.78,Asia-Pacific,Singapore,Art/Design District,Standalone Pop-Up,2024-08-24,2024-10-11,48,629,4244,4244,1
POP101965,Hourglass,Unilever,Lip Products,LE-HMZJGUWV,Hourglass Glow Lipstick,74.19,Asia-Pacific,Tokyo,Art/Design District,Mall Kiosk,2025-01-31,2025-03-31,59,1274,2157,3120.208303,0.6913
POP101739,Rare Beauty,Private,Face Products,LE-UCAAMPUB,Rare Beauty Glow Foundation,107.25,Middle East,Doha,Airport Duty-Free,Mall Kiosk,2025-03-22,2025-06-11,81,1978,1245,1494.059762,0.8333
POP100630,YSL Beauty,L’Oréal Group,Lip Products,LE-OI10HY38,YSL Beauty Rouge Lipstick,61.83,North America,Miami,Luxury Mall,Mall Kiosk,2024-06-01,2024-07-18,47,1037,1740,2487.135506,0.6996
POP100808,Rare Beauty,Private,Fragrances,LE-4D6SW5ZH,Rare Beauty Rouge Blush,37.18,Europe,Milan,Airport Duty-Free,Standalone Pop-Up,2025-01-22,2025-02-15,24,1963,1618,1934.018647,0.8366
POP100812,Dior,LVMH,Face Products,LE-JG2W9AO8,Dior Lumière Foundation,57.21,Asia-Pacific,Singapore,Art/Design District,Shop-in-Shop,2024-08-12,2024-10-07,56,1006,2131,2298.069665,0.9273
POP100220,Lancôme,L’Oréal Group,Face Products,LE-NAQ8W49R,Lancôme Satin Foundation,72.26,Europe,Paris,Luxury Mall,Mall Kiosk,2025-03-14,2025-05-26,73,1411,2221,2527.885272,0.8786
POP102130,Bobbi Brown,Estée Lauder Companies,Face Products,LE-ETCW3U5L,Bobbi Brown Opulence Foundation,52.52,Middle East,Doha,Art/Design District,Mall Kiosk,2024-03-26,2024-05-30,65,894,2486,3857.852266,0.6444
POP100237,Clé de Peau Beauté,Shiseido Company Limited,Fragrances,LE-GET7WA1P,Clé de Peau Beauté Satin Blush,51.18,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,2025-04-03,2025-05-24,51,1012,1687,3658.642377,0.4611
POP100907,Guerlain,LVMH,Eye Products,LE-BC8RYWJF,Guerlain Lumière Mascara,50.28,Middle East,Abu Dhabi,High-Street,Flash Event,2025-03-08,2025-04-11,34,2012,1024,1255.979394,0.8153
POP101179,Guerlain,LVMH,Other,LE-MXJD5O0C,Guerlain Opulence Blush,34.99,Latin America,Lima,Department Store Atrium,Flash Event,2024-12-23,2025-01-13,21,771,289,470.9908735,0.6136
POP100289,La Prairie,Beiersdorf,Other,LE-KB3P44K7,La Prairie Opulence Primer,45.86,Middle East,Dubai,High-Street,Shop-in-Shop,2024-03-05,2024-03-18,13,1357,1614,1721.967353,0.9373
POP100679,Valentino Beauty,L’Oréal Group,Face Products,LE-2DCKURFK,Valentino Beauty Velvet Foundation,79.02,North America,Los Angeles,High-Street,Mall Kiosk,2025-03-12,2025-03-28,16,1164,2972,3755.844812,0.7913
POP100695,Valentino Beauty,L’Oréal Group,Face Products,LE-ZJYG0HC3,Valentino Beauty Lumière Setting Powder,50.46,Asia-Pacific,Singapore,Luxury Mall,Mobile Pop-Up Truck,2025-02-11,2025-05-07,85,1403,2067,2583.104224,0.8002
POP100316,Pat McGrath Labs,Private,Face Products,LE-BSECF5RR,Pat McGrath Labs Velvet Setting Powder,65.23,Europe,Madrid,Art/Design District,Mobile Pop-Up Truck,2024-08-28,2024-10-20,53,1147,3859,4948.704796,0.7798
POP100873,Charlotte Tilbury,Puig,Lip Products,LE-LC4VM2H9,Charlotte Tilbury Lumière Lipstick,36.07,Middle East,Doha,Airport Duty-Free,Flash Event,2024-03-30,2024-04-19,20,1476,3335,4846.679262,0.6881
POP101773,Bobbi Brown,Estée Lauder Companies,Other,LE-ONOTQWML,Bobbi Brown Lumière Blush,49.7,Asia-Pacific,Tokyo,Airport Duty-Free,Mall Kiosk,2024-09-09,2024-12-04,86,2254,2093,2424.137132,0.8634
POP100013,Clé de Peau Beauté,Shiseido Company Limited,Face Products,LE-3O6BXIAO,Clé de Peau Beauté Éclat Setting Powder,45.01,Asia-Pacific,Hong Kong,High-Street,Flash Event,2024-06-29,2024-09-07,70,1377,619,841.9477693,0.7352
POP101432,NARS,Estée Lauder Companies,Eye Products,LE-4MJ0QFAH,NARS Mirage Eyeshadow Palette,144.71,Latin America,São Paulo,Art/Design District,Standalone Pop-Up,2025-06-25,2025-07-17,22,637,1228,1367.026606,0.8983
POP101004,NARS,Estée Lauder Companies,Eye Products,LE-8TUXZ7EF,NARS Rouge Eyeshadow Palette,101.53,Latin America,Bogotá,High-Street,Mall Kiosk,2025-04-30,2025-07-15,76,2458,3790,4677.857319,0.8102
POP100548,Givenchy Beauty,LVMH,Fragrances,LE-HZ0S3WKL,Givenchy Beauty Lumière Fragrance,123.92,Asia-Pacific,Singapore,Airport Duty-Free,Shop-in-Shop,2025-03-30,2025-04-11,12,1700,3071,4582.898075,0.6701
POP101427,Dior,LVMH,Face Products,LE-ZEVQLJ8F,Dior Glow Foundation,89.06,Middle East,Dubai,Department Store Atrium,Mobile Pop-Up Truck,2024-11-23,2025-02-07,76,618,834,887.9897785,0.9392
POP100478,La Prairie,Beiersdorf,Eye Products,LE-ZK5MNGNW,La Prairie Éclat Eyeshadow Palette,90.06,Latin America,Mexico City,Airport Duty-Free,Standalone Pop-Up,2025-02-17,2025-05-09,81,1742,1489,2507.156087,0.5939
POP101931,Armani Beauty,L’Oréal Group,Face Products,LE-LWEFIPAV,Armani Beauty Éclat Setting Powder,84.46,Asia-Pacific,Tokyo,High-Street,Mobile Pop-Up Truck,2024-03-17,2024-06-06,81,1618,675,1110.928242,0.6076
POP101446,Armani Beauty,L’Oréal Group,Fragrances,LE-AWDJOXBD,Armani Beauty Rouge Blush,33.32,Latin America,,Department Store Atrium,Standalone Pop-Up,2025-01-13,2025-03-17,63,1387,2523,3830.271747,0.6587
POP100952,Estée Lauder,Estée Lauder,Skincare,LE-41MDUQOR,Estée Lauder Rouge Serum,205.54,Middle East,Jeddah,Luxury Mall,Mobile Pop-Up Truck,2024-07-14,2024-08-06,23,988,1551,2284.914555,0.6788
POP101411,MAC Cosmetics,Estée Lauder Companies,Lip Products,LE-95MHTOGL,MAC Cosmetics Glow Lipstick,58.21,Europe,Paris,Luxury Mall,Flash Event,2024-04-03,2024-06-12,70,957,686,716.9732441,0.9568
POP100599,Huda Beauty,Private,Face Products,LE-2JVA76OJ,Huda Beauty Noir Foundation,75.36,North America,Toronto,High-Street,Mall Kiosk,2024-07-01,2024-07-17,16,2709,714,763.9631928,0.9346
POP100869,Huda Beauty,Private,Face Products,LE-NV4IYDL5,Huda Beauty Pearl Foundation,68.22,North America,Chicago,Luxury Mall,Mobile Pop-Up Truck,2025-02-20,2025-03-05,13,1780,2237,3127.796421,0.7152
POP101090,Tom Ford Beauty,Estée Lauder Companies,Face Products,LE-HXM123EY,Tom Ford Beauty Noir Setting Powder,41.33,Europe,Madrid,Art/Design District,Flash Event,2024-10-17,2024-12-01,45,1186,1115,1266.038379,0.8807
POP100416,Huda Beauty,Private,Fragrances,LE-MC57G7L7,Huda Beauty Noir Blush,60.41,Latin America,Bogotá,Department Store Atrium,Flash Event,2025-01-06,2025-04-01,85,709,2773,3598.027767,0.7707
POP101050,Armani Beauty,L’Oréal Group,Fragrances,LE-6HWP249W,Armani Beauty Velvet Highlighter,85.84,Europe,Madrid,Airport Duty-Free,Mobile Pop-Up Truck,2024-09-27,2024-10-27,30,1362,1916,2776.006955,0.6902
POP101160,Estée Lauder,Estée Lauder,Eye Products,LE-447XAQ0Y,Estée Lauder Noir Eyeshadow Palette,98.62,Latin America,São Paulo,Art/Design District,Flash Event,2024-12-26,2025-03-09,73,900,2173,3137.906137,0.6925
POP101869,Clé de Peau Beauté,Shiseido Company Limited,Lip Products,LE-CXLI6YJE,Clé de Peau Beauté Noir Lipstick,72.11,North America,Los Angeles,High-Street,Flash Event,2024-11-18,2025-01-25,68,2184,1679,2174.025638,0.7723
POP100590,Estée Lauder,Estée Lauder,Other,LE-CFBUG6BR,Estée Lauder Velvet Primer,82.73,North America,Los Angeles,High-Street,Mobile Pop-Up Truck,2024-03-03,2024-05-04,62,1592,3056,4252.71361,0.7186
POP101824,Fenty Beauty,LVMH,Eye Products,LE-G2TQ5Z3O,Fenty Beauty Opulence Eyeshadow Palette,112.01,Middle East,Dubai,Luxury Mall,Shop-in-Shop,2025-07-11,2025-08-07,27,1143,230,256.0106857,0.8984
POP101913,Tom Ford Beauty,Estée Lauder Companies,Eye Products,LE-VDR7UYFV,Tom Ford Beauty Satin Mascara,59.29,Middle East,Jeddah,Airport Duty-Free,Standalone Pop-Up,2024-10-03,2024-11-11,39,1998,3583,3926.14508,0.9126
POP101837,Pat McGrath Labs,Private,Lip Products,LE-DXTWRAF7,Pat McGrath Labs Glow Lipstick,64.89,Middle East,Abu Dhabi,Airport Duty-Free,Flash Event,2024-10-08,2024-10-17,9,1183,3041,3098.00326,0.9816
POP101681,La Prairie,Beiersdorf,Fragrances,LE-HE0CRG4L,La Prairie Mirage Fragrance,373.64,Latin America,Lima,Airport Duty-Free,Flash Event,2024-05-17,2024-07-02,46,1128,3377,3963.149865,0.8521
POP100121,Rare Beauty,Private,Fragrances,LE-8446UY6Z,Rare Beauty Rouge Primer,43.93,Asia-Pacific,Singapore,High-Street,Shop-in-Shop,2025-02-22,2025-05-02,69,1874,1725,2928.195553,0.5891
POP100561,La Prairie,Beiersdorf,Other,LE-5PU52FW9,La Prairie Satin Primer,69.22,Europe,London,Airport Duty-Free,Mobile Pop-Up Truck,2024-05-14,2024-05-27,13,909,3265,3905.969614,0.8359
POP101120,Charlotte Tilbury,Puig,Face Products,LE-VQML0P72,Charlotte Tilbury Éclat Setting Powder,83.36,Asia-Pacific,Shanghai,Luxury Mall,Standalone Pop-Up,2024-09-18,2024-11-15,58,743,1071,2311.178248,0.4634
POP100923,Hermès Beauty,Hermès International,Fragrances,LE-VTGDJQNE,Hermès Beauty Satin Highlighter,37.95,Europe,Paris,High-Street,Mobile Pop-Up Truck,2024-06-29,2024-09-19,82,1324,4503,4951.072018,0.9095
POP101990,Shiseido,Shiseido Company Limited,Lip Products,LE-2QALB155,Shiseido Rouge Lipstick,65.56,Europe,Milan,Art/Design District,Mall Kiosk,2025-03-22,2025-06-10,80,1239,1392,1597.979566,0.8711
POP101283,Shiseido,Shiseido Company Limited,Eye Products,LE-IO373AGS,Shiseido Éclat Eyeshadow Palette,70.66,Latin America,São Paulo,Department Store Atrium,Mall Kiosk,2024-07-12,2024-09-24,74,1723,2810,3875.862069,0.725
POP100819,Valentino Beauty,L’Oréal Group,Face Products,LE-0XGBJ4SS,Valentino Beauty Satin Setting Powder,84.38,Middle East,Riyadh,High-Street,Mall Kiosk,2025-06-01,2025-08-11,71,2001,200,332.0053121,0.6024
POP100115,Clé de Peau Beauté,Shiseido Company Limited,Fragrances,LE-4FCZC68S,Clé de Peau Beauté Opulence Serum,132.33,Middle East,Abu Dhabi,Department Store Atrium,Standalone Pop-Up,2025-05-14,2025-05-27,13,1140,1341,2493.028444,0.5379
POP101801,Pat McGrath Labs,Private,Other,LE-9PO2IH43,Pat McGrath Labs Lumière Blush,69.94,Latin America,Bogotá,Airport Duty-Free,Flash Event,2024-03-13,2024-04-15,33,1582,838,1764.953665,0.4748
POP101978,Hermès Beauty,Hermès International,Fragrances,LE-WJNRJXSV,Hermès Beauty Velvet Serum,178.09,Middle East,Doha,Airport Duty-Free,Flash Event,2024-10-10,2024-11-23,44,1115,1210,2154.174826,0.5617
POP100508,Guerlain,LVMH,Skincare,LE-US8UBU4N,Guerlain Satin Serum,130.54,Middle East,Riyadh,Department Store Atrium,Flash Event,2024-05-13,2024-07-22,70,1447,612,905.9955588,0.6755
POP101676,Charlotte Tilbury,Puig,Other,LE-8JNL4VBO,Charlotte Tilbury Rouge Highlighter,77.98,Latin America,Buenos Aires,Luxury Mall,Shop-in-Shop,2024-11-04,2025-01-13,70,855,3106,4058.008884,0.7654
POP101908,Chanel,Chanel Limited,Lip Products,LE-L873YTE2,Chanel Satin Lipstick,58.62,Middle East,Abu Dhabi,Luxury Mall,Mobile Pop-Up Truck,2024-06-25,2024-07-30,35,1505,1910,2805.935067,0.6807
POP101505,NARS,Estée Lauder Companies,Face Products,LE-QUG3UIHR,NARS Satin Foundation,81.54,Europe,,Art/Design District,Mobile Pop-Up Truck,2025-06-06,2025-07-09,33,745,571,801.9662921,0.712
POP101457,Valentino Beauty,L’Oréal Group,Fragrances,LE-L1NSX353,Valentino Beauty Éclat Serum,284.69,Asia-Pacific,Hong Kong,Art/Design District,Mobile Pop-Up Truck,2024-11-29,2025-01-03,35,974,918,1818.902318,0.5047
POP100721,Fenty Beauty,LVMH,Fragrances,LE-5Q4PUC52,Fenty Beauty Éclat Highlighter,44.53,Asia-Pacific,Shanghai,Department Store Atrium,Flash Event,2024-09-10,2024-11-29,80,1593,2524,2865.902123,0.8807
POP101132,Charlotte Tilbury,Puig,Eye Products,LE-RYEYXAMB,Charlotte Tilbury Rouge Eyeshadow Palette,91.73,North America,Chicago,Art/Design District,Standalone Pop-Up,2024-10-03,2024-11-09,37,1187,2308,2913.037991,0.7923
POP101549,Sisley-Paris,Sisley,Other,LE-6HGRH2D5,Sisley-Paris Velvet Primer,55.88,Latin America,Bogotá,Department Store Atrium,Mall Kiosk,2024-08-02,2024-09-30,59,810,3784,4050.958142,0.9341
POP101958,NARS,Estée Lauder Companies,Eye Products,LE-55YKTDUU,NARS Noir Mascara,46.04,Europe,London,Department Store Atrium,Mall Kiosk,2025-03-16,2025-06-12,88,1779,892,1393.096986,0.6403
POP101943,La Prairie,Beiersdorf,Face Products,LE-TI94OU5O,La Prairie Noir Foundation,63.43,Latin America,Bogotá,Luxury Mall,Mobile Pop-Up Truck,2025-04-23,2025-06-26,64,786,641,719.9820285,0.8903
POP100479,Estée Lauder,Estée Lauder,Eye Products,LE-FXRUYTX6,Estée Lauder Velvet Mascara,33.85,Asia-Pacific,Shanghai,Airport Duty-Free,Flash Event,2024-07-07,2024-08-22,46,1133,1749,2771.790808,0.631
POP100986,NARS,Estée Lauder Companies,Fragrances,LE-OFBBD3MO,NARS Opulence Fragrance,320.46,Asia-Pacific,Tokyo,Luxury Mall,Shop-in-Shop,2024-05-11,2024-06-03,23,1604,717,1133.955401,0.6323
POP101512,Huda Beauty,Private,Eye Products,LE-4PCPFQ6K,Huda Beauty Opulence Mascara,45.18,North America,New York,Airport Duty-Free,Shop-in-Shop,2024-12-16,2025-02-19,65,1230,2314,3650.994004,0.6338
POP100765,Bobbi Brown,Estée Lauder Companies,Other,LE-ETARI82G,Bobbi Brown Rouge Primer,41.19,Europe,Madrid,Luxury Mall,Flash Event,2024-10-13,2024-12-09,57,1348,1019,1648.867314,0.618
POP101133,Tom Ford Beauty,Estée Lauder Companies,Face Products,LE-LJ53ILQS,Tom Ford Beauty Mirage Foundation,117.18,Asia-Pacific,Singapore,Luxury Mall,Mall Kiosk,2024-11-21,2025-01-24,64,822,1107,1123.971977,0.9849
POP100944,Valentino Beauty,L’Oréal Group,Face Products,LE-SU5XUWQW,Valentino Beauty Glow Setting Powder,60.76,Asia-Pacific,Seoul,High-Street,Flash Event,2024-10-02,2024-10-30,28,2537,1724,1991.912189,0.8655
POP100879,Pat McGrath Labs,Private,Other,LE-KVWAR30Y,Pat McGrath Labs Opulence Primer,57.63,Europe,London,Art/Design District,Shop-in-Shop,2024-05-25,2024-07-15,51,758,1502,1873.051503,0.8019
POP101919,Hermès Beauty,Hermès International,Lip Products,LE-UOKMD4D5,Hermès Beauty Pearl Lipstick,60.45,Latin America,Buenos Aires,High-Street,Mobile Pop-Up Truck,2024-06-19,2024-06-24,5,1146,296,478.0361757,0.6192
POP100686,Estée Lauder,Estée Lauder,Other,LE-CA7AHBZK,Estée Lauder Pearl Primer,62.21,Middle East,Doha,Luxury Mall,Mobile Pop-Up Truck,2024-08-28,2024-09-29,32,1088,2641,4149.253731,0.6365
POP101475,Bobbi Brown,Estée Lauder Companies,Face Products,LE-Y3EAT8L1,Bobbi Brown Rouge Foundation,106.41,Europe,London,Airport Duty-Free,Standalone Pop-Up,2024-09-07,2024-09-26,19,930,2149,3578.088578,0.6006
POP100862,Clé de Peau Beauté,Shiseido Company Limited,Fragrances,LE-MWDE82T3,Clé de Peau Beauté Mirage Highlighter,40.12,Asia-Pacific,Tokyo,High-Street,Mall Kiosk,2025-03-23,2025-04-20,28,3048,295,412.0111732,0.716
POP101387,Guerlain,LVMH,Eye Products,LE-5V1KQRKO,Guerlain Mirage Eyeshadow Palette,65.57,Latin America,Lima,Department Store Atrium,Shop-in-Shop,2024-10-26,2024-11-12,17,1419,525,1128.061882,0.4654
POP101735,Hermès Beauty,Hermès International,Eye Products,LE-HSJOWAAM,Hermès Beauty Satin Eyeshadow Palette,59.29,Europe,Madrid,High-Street,Standalone Pop-Up,2024-06-30,2024-09-27,89,2053,2942,3198.173715,0.9199
POP100905,Dior,LVMH,Other,LE-V4PWXCM1,Dior Satin Highlighter,80.42,Asia-Pacific,Seoul,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-28,2024-06-20,84,2413,2021,2773.812792,0.7286
POP100383,Chanel,Chanel Limited,Eye Products,LE-1Y77NO9E,Chanel Lumière Eyeshadow Palette,87.26,North America,Chicago,Art/Design District,Mall Kiosk,2024-07-18,2024-09-08,52,518,1996,3409.052092,0.5855
POP101591,Rare Beauty,Private,Fragrances,LE-CIFQXNW2,Rare Beauty Noir Serum,163.84,Middle East,Doha,Department Store Atrium,Shop-in-Shop,2025-05-24,2025-07-03,40,1567,2262,2711.905047,0.8341
POP100368,Sisley-Paris,Sisley,Other,LE-CFGKXZLX,Sisley-Paris Opulence Highlighter,42.51,Europe,Berlin,Department Store Atrium,Flash Event,2024-11-21,2024-11-24,3,1788,2412,3581.823582,0.6734
POP101614,La Prairie,Beiersdorf,Other,LE-3S709PA1,La Prairie Opulence Highlighter,50.74,Asia-Pacific,Hong Kong,Luxury Mall,Mobile Pop-Up Truck,2025-06-22,2025-08-01,40,1617,2173,2853.953244,0.7614
POP101809,MAC Cosmetics,Estée Lauder Companies,Skincare,LE-8930BGOD,MAC Cosmetics Mirage Serum,256.72,Middle East,Jeddah,Luxury Mall,Flash Event,2024-03-30,2024-04-14,15,993,1775,2077.967689,0.8542
POP100332,Hermès Beauty,Hermès International,Fragrances,LE-BIF0RCZE,Hermès Beauty Satin Serum,137.42,North America,Los Angeles,Airport Duty-Free,Shop-in-Shop,2024-05-31,2024-06-25,25,1584,3199,3440.894912,0.9297
POP101956,Guerlain,LVMH,Face Products,LE-2083HYIY,Guerlain Satin Foundation,76.17,Europe,Madrid,Department Store Atrium,Shop-in-Shop,2025-03-03,2025-05-12,70,1309,2423,4918.798214,0.4926
POP101402,Huda Beauty,Private,Fragrances,LE-4MFN9LBW,Huda Beauty Opulence Serum,229.63,Latin America,Mexico City,Airport Duty-Free,Shop-in-Shop,2025-01-26,2025-02-16,21,928,1288,2048.020353,0.6289
POP100063,Hourglass,Unilever,Other,LE-XDLXOQ3Z,Hourglass Mirage Highlighter,63.27,Latin America,São Paulo,Airport Duty-Free,Mobile Pop-Up Truck,2024-06-09,2024-07-02,23,932,3738,4504.157127,0.8299
POP101364,Sisley-Paris,Sisley,Other,LE-YEUV62UQ,Sisley-Paris Noir Highlighter,75.02,Asia-Pacific,Tokyo,Art/Design District,Flash Event,2024-05-07,2024-07-05,59,1136,2761,3547.931123,0.7782
POP100965,Guerlain,LVMH,Face Products,LE-HCUDZMZE,Guerlain Rouge Foundation,46.53,Latin America,Lima,Airport Duty-Free,Flash Event,2024-04-17,2024-07-05,79,1353,2157,3174.860171,0.6794
POP101554,Huda Beauty,Private,Eye Products,LE-09UOK33M,Huda Beauty Noir Eyeshadow Palette,117.28,North America,Chicago,Airport Duty-Free,Flash Event,2024-07-07,2024-09-09,64,1725,3207,4313.962873,0.7434
POP100445,Givenchy Beauty,LVMH,Fragrances,LE-ZRAAN8FY,Givenchy Beauty Opulence Blush,54.47,Middle East,Riyadh,Art/Design District,Shop-in-Shop,2025-07-06,2025-07-22,16,590,1305,2097.059296,0.6223
POP101273,Bobbi Brown,Estée Lauder Companies,Skincare,LE-WDZ4TB1V,Bobbi Brown Glow Serum,189.44,North America,New York,Luxury Mall,Mall Kiosk,2025-01-04,2025-02-24,51,1985,803,1735.090752,0.4628
POP101851,Pat McGrath Labs,Private,Other,LE-R5O0KWCN,Pat McGrath Labs Glow Highlighter,87.18,Latin America,Buenos Aires,Department Store Atrium,Flash Event,2024-11-16,2024-12-09,23,1180,3700,3735.110034,0.9906
POP101047,Tom Ford Beauty,Estée Lauder Companies,Fragrances,LE-W732VLUP,Tom Ford Beauty Mirage Highlighter,48.52,Asia-Pacific,Tokyo,Airport Duty-Free,Standalone Pop-Up,2024-07-14,2024-10-09,87,2054,2805,3747.995724,0.7484
POP100382,Fenty Beauty,LVMH,Fragrances,LE-2VLC7NUX,Fenty Beauty Éclat Highlighter,82.94,Latin America,Buenos Aires,Airport Duty-Free,Flash Event,2025-04-25,2025-06-01,37,2123,553,613.0140783,0.9021
POP100948,Estée Lauder,Estée Lauder,Face Products,LE-FSZ8ZDSC,Estée Lauder Glow Foundation,100.11,Latin America,Lima,High-Street,Shop-in-Shop,2024-08-30,2024-11-22,84,2282,1681,2390.840563,0.7031
POP102029,Dior,LVMH,Other,LE-RG5DI9TE,Dior Pearl Primer,42.51,Asia-Pacific,Shanghai,Luxury Mall,Mall Kiosk,2025-06-18,2025-07-05,17,1658,2572,3367.814587,0.7637
POP101561,Fenty Beauty,LVMH,Fragrances,LE-YVAKFONX,Fenty Beauty Opulence Blush,61.06,Middle East,Riyadh,High-Street,Standalone Pop-Up,2024-06-12,2024-06-15,3,1845,3334,3884.87532,0.8582
POP100571,YSL Beauty,L’Oréal Group,Fragrances,LE-8069JHJR,YSL Beauty Glow Highlighter,39.76,Europe,Milan,Airport Duty-Free,Mall Kiosk,2024-06-13,2024-07-21,38,2242,1112,2019.981835,0.5505
POP102060,Estée Lauder,Estée Lauder,Fragrances,LE-7SFGZ6V0,Estée Lauder Noir Fragrance,170.63,North America,Miami,Airport Duty-Free,Mall Kiosk,2024-02-29,2024-03-16,16,1003,1343,1704.098465,0.7881
POP102049,Charlotte Tilbury,Puig,Eye Products,LE-MHUOCB2D,Charlotte Tilbury Velvet Mascara,49.32,Asia-Pacific,Shanghai,Art/Design District,Shop-in-Shop,2024-10-19,2024-10-27,8,993,2449,3683.260641,0.6649
