event_id,brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,sell_through_pct
POP100044,Huda Beauty,Middle East,Abu Dhabi,High-Street,Shop-in-Shop,2024-05-15,2024-07-29,75,LE-XJRMFMX5,Huda Beauty Velvet Mascara,62.77,2528,3139,66.57
POP101187,Givenchy Beauty,Asia-Pacific,Tokyo,Airport Duty-Free,Flash Event,2024-06-23,2024-09-09,78,LE-LR2Q21CA,Givenchy Beauty Velvet Setting Powder,45.09,1931,2668,70.36
POP101664,NARS,Middle East,Abu Dhabi,Art/Design District,Mobile Pop-Up Truck,2024-04-22,2024-07-13,82,LE-Z86VPBNL,NARS Noir Fragrance,359.25,992,2332,62.05
POP100168,Charlotte Tilbury,Asia-Pacific,Tokyo,High-Street,Standalone Pop-Up,2024-04-26,2024-05-19,23,LE-TUQ1OZ9U,Charlotte Tilbury Satin Setting Powder,66.86,2667,298,56.02
POP100303,Shiseido,Middle East,Riyadh,Airport Duty-Free,Flash Event,2024-07-18,2024-10-03,77,LE-5PBLWF7E,Shiseido Mirage Highlighter,88.54,2070,2949,63.94
POP101424,Charlotte Tilbury,Europe,Paris,Department Store Atrium,Flash Event,2025-04-09,2025-06-14,66,LE-HT50637P,Charlotte Tilbury Mirage Mascara,35.57,1577,551,93.39
POP101994,Chanel,Middle East,Jeddah,Department Store Atrium,Mall Kiosk,2024-03-25,2024-04-25,31,LE-6PBZ7JJ0,Chanel Velvet Mascara,69.08,817,768,52.07
POP100352,Hourglass,Asia-Pacific,Shanghai,Department Store Atrium,Standalone Pop-Up,2024-03-10,2024-03-20,10,LE-KNOL4MHC,Hourglass Rouge Foundation,53.71,1664,1322,78.27
POP100091,Huda Beauty,Asia-Pacific,Hong Kong,Department Store Atrium,Standalone Pop-Up,2024-11-04,2024-11-25,21,LE-VAINAAFY,Huda Beauty Glow Mascara,50.1,1166,2173,73.21
POP101456,YSL Beauty,Europe,Berlin,High-Street,Mall Kiosk,2024-03-16,2024-05-30,75,LE-8MU7OZ3G,YSL Beauty Noir Fragrance,246.19,2602,970,74.05
POP101932,Valentino Beauty,Middle East,Jeddah,High-Street,Mobile Pop-Up Truck,2024-06-01,2024-08-17,77,LE-WH9T93KV,Valentino Beauty Satin Mascara,64.27,2663,2913,93.7
POP101593,Charlotte Tilbury,Asia-Pacific,Tokyo,Department Store Atrium,Shop-in-Shop,2024-04-25,2024-05-16,21,LE-9OPTKY1L,Charlotte Tilbury Lumière Foundation,76.0,618,1952,91.95
POP101476,Fenty Beauty,Europe,Berlin,High-Street,Shop-in-Shop,2025-01-14,2025-01-21,7,LE-4H8RZIRL,Fenty Beauty Lumière Primer,54.27,1726,1701,65.52
POP100261,Hermès Beauty,North America,Chicago,High-Street,Standalone Pop-Up,2025-04-15,2025-07-10,86,LE-KQF881R2,Hermès Beauty Mirage Eyeshadow Palette,130.34,1824,615,57.21
POP101606,Hermès Beauty,Asia-Pacific,Singapore,Luxury Mall,Flash Event,2024-05-31,2024-06-20,20,LE-GBU3LLPM,Hermès Beauty Velvet Foundation,89.13,1076,2008,65.17
POP100514,Clé de Peau Beauté,Latin America,Bogotá,Department Store Atrium,Mall Kiosk,2024-03-29,2024-06-22,85,LE-WA8KRZIU,Clé de Peau Beauté Noir Blush,32.97,1496,162,63.78
POP101602,La Prairie,North America,New York,High-Street,Standalone Pop-Up,2024-04-25,2024-06-18,54,LE-6PD41NWI,La Prairie Noir Fragrance,239.0,1132,2975,91.74
POP101270,Huda Beauty,Latin America,Bogotá,High-Street,Mobile Pop-Up Truck,2024-12-04,2025-02-09,67,LE-3J5I4CTJ,Huda Beauty Opulence Primer,56.81,1181,220,56.99
POP101651,Hourglass,Asia-Pacific,Singapore,Luxury Mall,Standalone Pop-Up,2024-07-21,2024-10-17,88,LE-MHLDF8ZF,Hourglass Velvet Eyeshadow Palette,141.57,775,968,69.94
POP101208,Pat McGrath Labs,Europe,Paris,High-Street,Mobile Pop-Up Truck,2024-08-25,2024-10-07,43,LE-RA7Y6QIJ,Pat McGrath Labs Lumière Serum,132.97,2534,3114,65.64
POP101560,Valentino Beauty,Latin America,Lima,High-Street,Flash Event,2024-03-05,2024-04-05,31,LE-JMTBVDTQ,Valentino Beauty Mirage Lipstick,41.62,2813,1325,74.44
POP101344,Hermès Beauty,Europe,London,Department Store Atrium,Standalone Pop-Up,2025-07-10,2025-07-27,17,LE-5HQBK8CV,Hermès Beauty Velvet Primer,83.19,1327,2736,81.87
POP100300,Lancôme,North America,Miami,Luxury Mall,Mall Kiosk,2024-06-24,2024-07-04,10,LE-CQBVB62X,Lancôme Rouge Blush,67.83,1180,222,73.27
POP100534,Shiseido,Asia-Pacific,Hong Kong,Airport Duty-Free,Mall Kiosk,2024-04-03,2024-05-10,37,LE-AR3COGGM,Shiseido Satin Mascara,36.7,1189,570,47.46
POP101010,Hourglass,Middle East,Jeddah,Art/Design District,Mobile Pop-Up Truck,2024-03-04,2024-05-05,62,LE-69IOX45Q,Hourglass Velvet Fragrance,385.46,1012,2727,74.16
POP100315,Charlotte Tilbury,Asia-Pacific,,High-Street,Mall Kiosk,2024-06-27,2024-07-21,24,LE-K3AN2LJ7,Charlotte Tilbury Éclat Foundation,115.55,1632,734,70.71
POP101530,Hermès Beauty,Latin America,São Paulo,Art/Design District,Flash Event,2024-04-29,2024-05-11,12,LE-6IGPVAK4,Hermès Beauty Mirage Fragrance,200.82,1017,2244,73.99
POP100453,YSL Beauty,North America,Miami,Department Store Atrium,Standalone Pop-Up,2025-06-20,2025-07-14,24,LE-WAWAB9HC,YSL Beauty Lumière Highlighter,88.8,1443,1881,56.28
POP100175,Tom Ford Beauty,Asia-Pacific,Hong Kong,Art/Design District,Standalone Pop-Up,2025-05-16,2025-07-07,52,LE-VXZDY3MW,Tom Ford Beauty Opulence Serum,298.46,993,1643,69.5
POP101961,YSL Beauty,Middle East,Doha,Art/Design District,Standalone Pop-Up,2024-06-18,2024-09-12,86,LE-5WIITW3W,YSL Beauty Mirage Eyeshadow Palette,114.41,1218,2431,55.74
POP100859,Dior,Europe,Madrid,High-Street,Standalone Pop-Up,2024-10-26,2024-12-26,61,LE-7P8C1L64,Dior Velvet Highlighter,62.88,2478,1856,82.53
POP102056,Shiseido,Middle East,Riyadh,Art/Design District,Flash Event,2024-06-22,2024-08-08,47,LE-OKZF8KTC,Shiseido Mirage Fragrance,343.04,482,1631,83.0
POP100123,Tom Ford Beauty,Middle East,Riyadh,Airport Duty-Free,Shop-in-Shop,2024-03-05,2024-03-25,20,LE-V4JKQOXS,Tom Ford Beauty Glow Blush,51.23,2437,4210,95.34
POP101532,MAC Cosmetics,Latin America,São Paulo,High-Street,Shop-in-Shop,2025-01-28,2025-04-10,72,LE-GV9SUQ49,MAC Cosmetics Pearl Foundation,55.51,2382,1836,83.3
POP100394,Charlotte Tilbury,North America,Miami,High-Street,Standalone Pop-Up,2024-06-24,2024-08-27,64,LE-FA66GVZO,Charlotte Tilbury Lumière Setting Powder,40.54,2273,2756,73.67
POP100809,MAC Cosmetics,Latin America,São Paulo,High-Street,Mall Kiosk,2025-06-05,2025-07-28,53,LE-16LEPG5L,MAC Cosmetics Opulence Primer,80.67,2349,2062,82.91
POP100039,Clé de Peau Beauté,Asia-Pacific,Hong Kong,Art/Design District,Shop-in-Shop,2024-07-19,2024-09-22,65,LE-7I2CRDBK,Clé de Peau Beauté Lumière Highlighter,45.49,866,3089,67.7
POP100462,Tom Ford Beauty,Asia-Pacific,Seoul,Art/Design District,Shop-in-Shop,2024-11-22,2025-02-07,77,LE-OP8QO7B6,Tom Ford Beauty Opulence Mascara,72.76,1389,3673,86.22
POP101999,Huda Beauty,Europe,Berlin,High-Street,Mall Kiosk,2025-05-12,2025-07-03,52,LE-ODVU82RE,Huda Beauty Pearl Primer,61.25,1023,2355,77.93
POP101380,Sisley-Paris,Middle East,Riyadh,Airport Duty-Free,Flash Event,2024-10-08,2025-01-03,87,LE-P23YUZHI,Sisley-Paris Glow Highlighter,40.17,1753,2702,78.14
POP100331,Hourglass,Asia-Pacific,Seoul,Art/Design District,Flash Event,2024-07-30,2024-08-05,6,LE-8RAW3NBG,Hourglass Satin Setting Powder,52.45,905,1676,78.14
POP100194,MAC Cosmetics,Asia-Pacific,Shanghai,Art/Design District,Flash Event,2024-10-25,2024-12-24,60,LE-SECENTXZ,MAC Cosmetics Lumière Fragrance,102.05,463,2109,60.05
POP102010,Sisley-Paris,Asia-Pacific,Tokyo,Department Store Atrium,Mobile Pop-Up Truck,2024-09-15,2024-10-21,36,LE-8MHRHKEM,Sisley-Paris Opulence Eyeshadow Palette,128.87,1499,4631,98.11
POP100322,Chanel,North America,New York,Luxury Mall,Mobile Pop-Up Truck,2025-03-26,2025-06-04,70,LE-LTIK507O,Chanel Velvet Fragrance,289.78,1698,1606,70.81
POP100266,Valentino Beauty,Asia-Pacific,Hong Kong,Art/Design District,Shop-in-Shop,2024-09-18,2024-10-30,42,LE-Y802G81A,Valentino Beauty Noir Serum,202.0,1008,3696,83.11
POP101604,MAC Cosmetics,Middle East,Abu Dhabi,Airport Duty-Free,Standalone Pop-Up,2024-06-11,2024-09-03,84,LE-1ZQ154VN,MAC Cosmetics Lumière Eyeshadow Palette,130.99,2452,1714,69.42
POP101106,Armani Beauty,Middle East,Dubai,High-Street,Shop-in-Shop,2024-09-21,2024-12-04,74,LE-LYSQ1B11,Armani Beauty Glow Eyeshadow Palette,68.78,1388,2180,79.04
POP101938,MAC Cosmetics,Latin America,Buenos Aires,Airport Duty-Free,Mall Kiosk,2025-03-21,2025-06-08,79,LE-WZCUTZFQ,MAC Cosmetics Rouge Primer,77.79,2462,3736,81.61
POP101041,Guerlain,North America,Chicago,High-Street,Standalone Pop-Up,2024-12-19,2025-01-19,31,LE-94B1DJBW,Guerlain Éclat Serum,180.99,1167,374,73.48
POP102090,NARS,Europe,Berlin,Luxury Mall,Flash Event,2024-06-01,,16,LE-IMUOQ9XH,NARS Pearl Lipstick,71.02,1941,3205,70.25
POP102103,Armani Beauty,Latin America,Lima,Department Store Atrium,Standalone Pop-Up,2024-10-15,2024-11-05,21,LE-MILKVPO9,Armani Beauty Noir Highlighter,62.57,1710,3791,81.39
POP100674,Estée Lauder,North America,Los Angeles,Department Store Atrium,Shop-in-Shop,2024-06-17,2024-09-11,86,LE-TT0DFA1R,Estée Lauder Mirage Blush,67.48,1676,3657,100.0
POP101073,Lancôme,Asia-Pacific,Hong Kong,Art/Design District,Shop-in-Shop,2024-08-06,2024-10-13,68,LE-6M2T2IFE,Lancôme Velvet Highlighter,77.83,826,1588,49.18
POP101741,Chanel,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,2025-04-03,2025-06-23,81,LE-T2S8WW6I,Chanel Lumière Lipstick,53.45,871,1512,63.11
POP102058,Bobbi Brown,Latin America,Lima,Department Store Atrium,Shop-in-Shop,2024-10-10,2024-11-18,39,LE-GZU3FXUG,Bobbi Brown Pearl Eyeshadow Palette,123.71,1880,1376,83.5
POP101934,Sisley-Paris,Middle East,Riyadh,Department Store Atrium,Flash Event,2025-01-31,2025-04-11,70,LE-RBRQRRZN,Sisley-Paris Pearl Foundation,49.69,1098,2891,65.27
POP101712,Rare Beauty,Europe,Madrid,Art/Design District,Standalone Pop-Up,2024-04-03,2024-06-16,74,LE-CISG350F,Rare Beauty Rouge Primer,54.74,1221,2049,89.63
POP101764,Valentino Beauty,Asia-Pacific,Tokyo,Airport Duty-Free,Flash Event,2025-04-29,2025-07-05,67,LE-N7DE6S0C,Valentino Beauty Mirage Eyeshadow Palette,107.58,1103,3914,82.64
POP100787,Hourglass,Asia-Pacific,Tokyo,Department Store Atrium,Standalone Pop-Up,2025-07-16,2025-08-09,24,LE-CSVV665P,Hourglass Noir Fragrance,363.16,1204,2021,80.1
POP101892,Bobbi Brown,North America,New York,Department Store Atrium,Mobile Pop-Up Truck,2024-02-21,2024-04-30,69,LE-WE15WCGG,Bobbi Brown Mirage Primer,80.07,1276,1707,69.7
POP101605,Bobbi Brown,Asia-Pacific,Seoul,Luxury Mall,Shop-in-Shop,2025-01-05,2025-02-11,37,LE-K6XTT4QJ,Bobbi Brown Satin Highlighter,69.21,1200,3568,82.82
POP101993,YSL Beauty,Asia-Pacific,Hong Kong,High-Street,Mall Kiosk,2025-05-24,2025-06-29,36,LE-P1UZ0XNI,YSL Beauty Satin Primer,53.1,980,162,46.15
POP101818,YSL Beauty,Latin America,Mexico City,Airport Duty-Free,Flash Event,2024-11-04,2024-12-29,55,LE-9VN6DNYK,YSL Beauty Velvet Highlighter,88.68,2287,2906,61.78
POP100926,Charlotte Tilbury,Europe,Paris,Luxury Mall,Standalone Pop-Up,2024-08-31,2024-10-12,42,LE-U6UD8TFX,Charlotte Tilbury Opulence Setting Powder,46.6,1648,3238,65.18
POP101428,Charlotte Tilbury,Latin America,Bogotá,Department Store Atrium,Mall Kiosk,2025-05-22,2025-05-27,5,LE-AR66S6O1,Charlotte Tilbury Noir Highlighter,35.27,1559,1433,76.59
POP100572,Guerlain,Middle East,Doha,Art/Design District,Mall Kiosk,2025-04-05,2025-04-24,19,LE-IBK6S4G9,Guerlain Satin Fragrance,294.31,1078,1176,65.33
POP101775,Valentino Beauty,Europe,Madrid,Art/Design District,Mobile Pop-Up Truck,2024-10-20,2024-12-18,59,LE-3E3901LR,Valentino Beauty Noir Serum,119.49,822,1678,79.19
POP100680,Clé de Peau Beauté,Middle East,Dubai,Department Store Atrium,Mall Kiosk,2024-12-26,2025-03-09,73,LE-U2H8M8V4,Clé de Peau Beauté Noir Lipstick,46.06,902,994,61.47
POP100365,Huda Beauty,Latin America,Bogotá,Department Store Atrium,Flash Event,2024-11-12,2024-12-31,49,LE-RV21X9YV,Huda Beauty Velvet Setting Powder,66.5,1366,3021,72.53
POP100620,Valentino Beauty,Latin America,Lima,High-Street,Standalone Pop-Up,2024-11-22,2025-01-25,64,LE-2M0ECMBF,Valentino Beauty Velvet Blush,68.08,1173,1885,70.15
POP101650,Fenty Beauty,Latin America,São Paulo,High-Street,Standalone Pop-Up,2025-03-22,2025-06-14,84,LE-D345PXO5,Fenty Beauty Lumière Primer,45.2,2000,1240,52.81
POP101502,YSL Beauty,North America,Chicago,High-Street,Shop-in-Shop,2024-12-28,2025-01-26,29,LE-DPH98NW0,YSL Beauty Pearl Fragrance,96.08,1708,2947,63.44
POP101948,Fenty Beauty,Latin America,Bogotá,High-Street,Flash Event,2025-01-10,2025-03-24,73,LE-NOGXTHER,Fenty Beauty Mirage Eyeshadow Palette,147.16,2145,1138,95.71
POP101998,Clé de Peau Beauté,Middle East,Jeddah,Luxury Mall,Mobile Pop-Up Truck,2024-02-21,2024-05-21,90,LE-LVPHL8BT,Clé de Peau Beauté Pearl Lipstick,42.97,919,2042,94.67
POP101991,Armani Beauty,Europe,Madrid,Airport Duty-Free,Mall Kiosk,2024-12-25,2025-01-09,15,LE-8WV0G683,Armani Beauty Glow Serum,98.1,1733,2673,86.17
POP101523,Tom Ford Beauty,Europe,London,Airport Duty-Free,Standalone Pop-Up,2024-07-01,2024-09-02,63,LE-2OGVA3GH,Tom Ford Beauty Satin Fragrance,367.85,1474,950,47.81
POP100752,Fenty Beauty,Middle East,Abu Dhabi,Luxury Mall,Mall Kiosk,2025-02-19,2025-02-24,5,LE-RODFHO3W,Fenty Beauty Lumière Serum,261.36,1071,642,64.91
POP100583,Chanel,Latin America,Lima,Art/Design District,Flash Event,2024-12-06,2024-12-09,3,LE-KFFLDY4A,Chanel Glow Mascara,31.2,867,1086,55.75
POP101027,Shiseido,Latin America,Bogotá,High-Street,Flash Event,2024-12-31,2025-01-22,22,LE-XKB5AMAY,Shiseido Satin Foundation,54.77,1365,3944,83.4
POP100318,Guerlain,Middle East,Jeddah,High-Street,Shop-in-Shop,2024-09-19,2024-11-22,64,LE-VAXADJET,Guerlain Velvet Eyeshadow Palette,129.34,2582,3391,84.92
POP101383,Fenty Beauty,Latin America,São Paulo,High-Street,Shop-in-Shop,2024-08-31,2024-10-07,37,LE-FDDZCQC7,Fenty Beauty Satin Eyeshadow Palette,117.49,1678,1174,84.7
POP100874,Sisley-Paris,North America,New York,High-Street,Shop-in-Shop,2024-07-06,2024-09-15,71,LE-PA9QJNA7,Sisley-Paris Noir Highlighter,52.31,1539,1761,56.46
POP101771,YSL Beauty,Asia-Pacific,Tokyo,Art/Design District,Mobile Pop-Up Truck,2024-10-02,2024-12-15,74,LE-M5M1RR2N,YSL Beauty Lumière Mascara,63.07,957,2163,100.0
POP100771,Lancôme,Europe,Milan,Art/Design District,Shop-in-Shop,2025-04-09,2025-05-27,48,LE-1YA7A9YQ,Lancôme Satin Foundation,68.92,1049,4437,97.05
POP101601,NARS,Asia-Pacific,Singapore,Art/Design District,Mall Kiosk,2024-10-23,2025-01-12,81,LE-FH7CWYK2,NARS Lumière Lipstick,69.3,932,543,79.5
POP100343,Hourglass,Asia-Pacific,Shanghai,High-Street,Mall Kiosk,2024-12-17,2025-03-15,88,LE-5F326Q9C,Hourglass Velvet Mascara,42.38,1812,3592,79.57
POP100398,Bobbi Brown,Middle East,Jeddah,Department Store Atrium,Standalone Pop-Up,2024-03-18,2024-05-14,57,LE-TVJY6N7W,Bobbi Brown Velvet Serum,184.42,1617,1244,81.36
POP100584,Dior,North America,Miami,Art/Design District,Flash Event,2025-02-02,2025-02-07,5,LE-E8435WZE,Dior Éclat Highlighter,77.24,602,3058,72.24
POP101609,Huda Beauty,Europe,Paris,Department Store Atrium,Standalone Pop-Up,2024-03-26,2024-04-24,29,LE-432A6LPO,Huda Beauty Opulence Blush,53.28,1799,1575,68.27
POP100292,Pat McGrath Labs,Latin America,São Paulo,Airport Duty-Free,Standalone Pop-Up,2024-12-31,2025-03-12,71,LE-0ZV1FBZ3,Pat McGrath Labs Noir Serum,249.66,1346,3216,84.72
POP102121,Pat McGrath Labs,Asia-Pacific,Singapore,Art/Design District,Standalone Pop-Up,2024-12-06,2025-02-25,81,LE-8E626QS1,Pat McGrath Labs Satin Eyeshadow Palette,115.02,553,1907,54.22
POP101009,Hourglass,North America,,Luxury Mall,Standalone Pop-Up,2024-12-20,2024-12-31,11,LE-MJINSCZ5,Hourglass Opulence Foundation,55.11,1228,3507,77.35
POP101628,Hourglass,North America,Miami,Art/Design District,Shop-in-Shop,2024-11-17,2025-01-20,64,LE-NSRYXQ8L,Hourglass Rouge Mascara,34.51,876,841,72.13
POP100141,Bobbi Brown,Asia-Pacific,Tokyo,Luxury Mall,Shop-in-Shop,2024-04-13,2024-06-20,68,LE-Y00B8XAW,Bobbi Brown Velvet Blush,57.99,1201,2377,84.38
POP101114,Shiseido,North America,Chicago,Luxury Mall,Mall Kiosk,2024-05-05,2024-05-24,19,LE-ERDXOCQL,Shiseido Glow Lipstick,73.19,1479,990,60.37
POP100002,Estée Lauder,Asia-Pacific,Singapore,High-Street,Flash Event,2025-04-11,2025-04-27,16,LE-DHMNBBBR,Estée Lauder Rouge Eyeshadow Palette,91.11,2441,518,63.71
POP100576,Valentino Beauty,North America,Toronto,High-Street,Mall Kiosk,2024-12-07,2025-01-26,50,LE-H4267ZH0,Valentino Beauty Éclat Highlighter,88.24,1620,1068,44.7
POP101552,Valentino Beauty,Latin America,Lima,High-Street,Mobile Pop-Up Truck,2025-05-12,2025-05-27,15,LE-FAQ7NN4X,Valentino Beauty Velvet Primer,49.93,1994,966,75.41
POP100339,YSL Beauty,Asia-Pacific,Singapore,Department Store Atrium,Standalone Pop-Up,2024-03-15,2024-05-11,57,LE-XUHTU8YS,YSL Beauty Éclat Setting Powder,73.66,520,1864,84.77
POP101391,Huda Beauty,North America,New York,Airport Duty-Free,Shop-in-Shop,2024-07-11,2024-07-14,3,LE-JINW0DIM,Huda Beauty Velvet Eyeshadow Palette,59.7,1007,1230,79.56
POP100265,Fenty Beauty,Middle East,Doha,Luxury Mall,Flash Event,2025-06-19,2025-07-28,39,LE-B2TCG15E,Fenty Beauty Rouge Setting Powder,76.14,1315,1155,75.84
POP100376,Shiseido,Europe,Milan,Art/Design District,Standalone Pop-Up,2025-01-04,2025-02-04,31,LE-DBO6MO8G,Shiseido Glow Mascara,60.92,1001,2846,73.85
POP100856,Charlotte Tilbury,Asia-Pacific,Hong Kong,Art/Design District,Flash Event,2024-04-11,2024-04-21,10,LE-VAGSC9AV,Charlotte Tilbury Opulence Highlighter,66.58,1070,3632,90.94
POP100439,Bobbi Brown,Latin America,São Paulo,Airport Duty-Free,Standalone Pop-Up,2024-12-23,2025-03-15,82,LE-LLYIKDH8,Bobbi Brown Opulence Fragrance,315.45,1771,3900,88.5
POP100271,Chanel,Europe,Berlin,Airport Duty-Free,Flash Event,2024-04-26,2024-07-09,74,LE-2MZJSPNN,Chanel Opulence Setting Powder,59.25,2202,756,72.55
POP100244,YSL Beauty,Europe,Madrid,Department Store Atrium,Flash Event,2024-06-02,2024-07-31,59,LE-843PZ73F,YSL Beauty Satin Lipstick,45.0,1356,1208,51.54
POP101465,Estée Lauder,Latin America,Bogotá,Department Store Atrium,Standalone Pop-Up,2024-12-12,2025-03-03,81,LE-QB2PS7Y8,Estée Lauder Opulence Lipstick,69.74,1148,1202,50.91
POP100647,Rare Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Flash Event,2024-06-08,2024-08-26,79,LE-5E7L9N9D,Rare Beauty Glow Fragrance,385.9,932,599,62.85
POP100806,Lancôme,Europe,Paris,Luxury Mall,Mobile Pop-Up Truck,2024-05-05,2024-07-10,66,LE-SM2590P8,Lancôme Lumière Eyeshadow Palette,84.12,1416,2301,85.83
POP100651,Estée Lauder,Asia-Pacific,Shanghai,Airport Duty-Free,Shop-in-Shop,2024-09-11,,39,LE-RK239SIC,Estée Lauder Éclat Setting Powder,55.34,904,2327,57.5
POP100607,Lancôme,Europe,London,Luxury Mall,Shop-in-Shop,2025-03-04,2025-04-15,42,LE-7N5GAFYB,Lancôme Noir Serum,229.69,1423,1256,76.77
POP100415,Fenty Beauty,North America,Toronto,Luxury Mall,Standalone Pop-Up,2024-08-03,2024-10-13,71,LE-QDFUBI6X,Fenty Beauty Mirage Foundation,66.07,755,746,74.16
POP100273,Lancôme,Middle East,Dubai,High-Street,Standalone Pop-Up,2024-08-24,2024-09-26,33,LE-F8OP6K3C,Lancôme Rouge Foundation,66.37,1501,746,97.9
POP101612,La Prairie,Asia-Pacific,Singapore,High-Street,Flash Event,2025-04-21,,72,LE-SZ6X75G2,La Prairie Mirage Eyeshadow Palette,148.53,1352,1956,45.83
POP100250,Tom Ford Beauty,Middle East,Jeddah,Art/Design District,Flash Event,2024-12-18,2025-02-10,54,LE-I7CJ0TIT,Tom Ford Beauty Lumière Mascara,40.89,609,1831,64.7
POP100413,Rare Beauty,Europe,Milan,Department Store Atrium,Shop-in-Shop,2024-05-18,2024-07-02,45,LE-NAM1NJSK,Rare Beauty Opulence Serum,80.74,1874,2513,100.0
POP101226,La Prairie,Middle East,Jeddah,Department Store Atrium,Mall Kiosk,2024-06-04,2024-08-24,81,LE-LPJW9I49,La Prairie Pearl Setting Powder,81.83,654,3783,78.29
POP101467,Armani Beauty,Europe,Paris,Luxury Mall,Flash Event,2025-03-17,2025-04-16,30,LE-35USI079,Armani Beauty Pearl Highlighter,63.56,1311,739,65.69
POP100310,Estée Lauder,Latin America,Lima,High-Street,Mobile Pop-Up Truck,2024-06-11,2024-07-18,37,LE-4NK93I5G,Estée Lauder Rouge Highlighter,54.54,2350,1458,60.02
POP100705,Rare Beauty,Latin America,Bogotá,Luxury Mall,Standalone Pop-Up,2024-08-27,2024-11-10,75,LE-HVOL7VRW,Rare Beauty Éclat Setting Powder,68.09,1329,2975,62.4
POP101578,Clé de Peau Beauté,Middle East,Riyadh,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-29,2024-06-17,80,LE-UG9CPTHD,Clé de Peau Beauté Glow Serum,166.72,1499,881,98.77
POP100425,Fenty Beauty,Europe,Milan,High-Street,Flash Event,2024-07-29,2024-08-19,21,LE-XI9VPGFO,Fenty Beauty Satin Highlighter,64.3,1427,934,66.86
POP102070,Chanel,Latin America,São Paulo,High-Street,Mall Kiosk,2024-05-29,2024-08-25,88,LE-6PEABDUM,Chanel Opulence Blush,64.13,902,2507,53.25
POP101969,Chanel,Asia-Pacific,Hong Kong,Department Store Atrium,Mall Kiosk,2024-04-13,2024-04-23,10,LE-PG6LH6IQ,Chanel Pearl Lipstick,40.46,607,242,53.9
POP100963,Hourglass,Europe,Paris,Airport Duty-Free,Shop-in-Shop,2024-08-23,2024-08-26,3,LE-4GV3EBSR,Hourglass Lumière Blush,45.84,1081,1829,71.31
POP101519,Estée Lauder,Middle East,Riyadh,High-Street,Mall Kiosk,2024-07-12,2024-09-26,76,LE-UAK9M57Z,Estée Lauder Noir Fragrance,246.76,1563,4834,100.0
POP100867,Rare Beauty,Asia-Pacific,Singapore,Department Store Atrium,Flash Event,2024-09-21,,48,LE-ODOQMFE9,Rare Beauty Satin Blush,65.58,881,3622,91.93
POP102064,Shiseido,Latin America,Buenos Aires,High-Street,Flash Event,2024-06-02,2024-06-07,5,LE-OXI2AZP9,Shiseido Mirage Lipstick,38.55,2294,1996,88.63
POP100678,Lancôme,Asia-Pacific,,High-Street,Standalone Pop-Up,2024-10-08,2024-12-31,84,LE-ZD75C2TS,Lancôme Éclat Mascara,50.54,1662,2441,59.1
POP100526,MAC Cosmetics,Latin America,São Paulo,Airport Duty-Free,Flash Event,2025-04-04,2025-04-21,17,LE-FLAW4KKH,MAC Cosmetics Pearl Blush,44.61,1445,2730,92.01
POP100694,Huda Beauty,Middle East,Jeddah,Department Store Atrium,Mall Kiosk,2024-03-25,2024-04-04,10,LE-RM8PON89,Huda Beauty Éclat Blush,51.73,1041,1551,42.87
POP101600,Clé de Peau Beauté,Middle East,Riyadh,High-Street,Mall Kiosk,2025-02-11,2025-04-22,70,LE-8MREBUE5,Clé de Peau Beauté Satin Fragrance,379.11,2815,1858,65.26
POP100182,Lancôme,Asia-Pacific,Seoul,Luxury Mall,Mobile Pop-Up Truck,2025-04-03,2025-04-28,25,LE-ACCEK8TF,Lancôme Noir Primer,51.73,1114,1959,72.21
POP100170,Lancôme,Latin America,Bogotá,Luxury Mall,Shop-in-Shop,2025-02-01,2025-03-05,32,LE-K0Y4K1NY,Lancôme Éclat Foundation,119.77,1215,2500,68.79
POP100693,Hourglass,Asia-Pacific,Tokyo,Luxury Mall,Flash Event,2024-09-13,2024-11-10,58,LE-PKUHE9N8,Hourglass Velvet Lipstick,79.14,1425,1380,54.05
POP101823,Estée Lauder,Latin America,São Paulo,Department Store Atrium,Mall Kiosk,2024-05-11,2024-06-10,30,LE-QNX7CUR6,Estée Lauder Mirage Fragrance,391.4,1137,1334,53.81
POP100187,La Prairie,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,2024-08-27,2024-09-15,19,LE-UDQD3SU3,La Prairie Velvet Highlighter,64.59,2111,3260,69.2
POP100619,MAC Cosmetics,North America,Chicago,Art/Design District,Shop-in-Shop,2024-03-11,2024-03-29,18,LE-YZMO456S,MAC Cosmetics Velvet Fragrance,164.56,576,3319,67.87
POP101882,Lancôme,Latin America,São Paulo,High-Street,Standalone Pop-Up,2024-08-12,2024-10-18,67,LE-SYW7CN97,Lancôme Éclat Mascara,47.71,2506,2040,50.97
POP100158,Valentino Beauty,Asia-Pacific,Shanghai,Luxury Mall,Mobile Pop-Up Truck,2024-04-20,2024-06-21,62,LE-O875CHCE,Valentino Beauty Lumière Mascara,40.95,736,1836,92.82
POP100788,Estée Lauder,Middle East,Riyadh,Luxury Mall,Flash Event,2024-02-24,2024-03-29,34,LE-EJFBWPED,Estée Lauder Opulence Serum,291.54,1331,3764,86.37
