,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Brands""",,,,,"""Regions""",,,,,"""Products""",2133 records,,,,,"""Events""",2133 records,,,,,,,,,,,,
brand_id,brand,parent_company,,,region_id,region_name,,,,sku,product_name,category_id (FK),price_usd,,,event_id,brand_id (FK),location_id (FK),location_type_id (FK),event_type_id (FK),sku (FK),start_date,end_date,lease_length_days,avg_daily_footfall,units_sold,units_allocated,sell_through_pct,sales_conversion_rate
,,,,,,,,,,LE-O2L1SPV0,MAC Cosmetics Velvet Lipstick,3,71.56,,,POP101921,13,25,1,4,LE-O2L1SPV0,2024-03-31,2024-05-27,57,1264,2367,2868.047983,0.8253,0.0329
,,,,,,,,,,LE-NU3AZ6JY,Estée Lauder Glow Blush,4,68.74,,,POP101401,10,21,3,5,LE-NU3AZ6JY,2025-04-11,2025-06-07,57,1033,3483,3919.207832,0.8887,0.0592
,,,,,,,,,,LE-HNX9CKNJ,NARS Éclat Eyeshadow Palette,1,75.59,,,POP100198,15,22,5,3,LE-HNX9CKNJ,2025-02-07,2025-03-04,25,1746,836,1093.954462,0.7642,0.0192
,,,,,,,,,,LE-15PIC3SY,Givenchy Beauty Glow Mascara,1,61.97,,,POP100049,6,2,3,5,LE-15PIC3SY,2025-06-02,2025-08-07,66,1953,2671,4255.217461,0.6277,0.0207
,,,,,,,,,,LE-NCTGP97M,YSL Beauty Velvet Lipstick,3,50.57,,,POP100173,3,4,3,2,LE-NCTGP97M,2024-12-05,2025-01-04,30,1377,1533,1567.965634,0.9777,0.0371
,,,,,,,,,,LE-HOH9BIJ7,MAC Cosmetics Pearl Primer,4,58.24,,,POP100361,13,17,5,5,LE-HOH9BIJ7,2025-02-06,2025-05-02,85,1179,2892,3620.883936,0.7987,0.0289
,,,,,,,,,,LE-5CBCB4G7,MAC Cosmetics Opulence Blush,4,68.85,,,POP100429,13,7,5,5,LE-5CBCB4G7,2024-12-29,2025-01-22,24,1087,2677,3987.784895,0.6713,0.1026
,,,,,,,,,,LE-SRV7JD1Q,Rare Beauty Satin Eyeshadow Palette,1,87.8,,,POP101526,8,26,1,2,LE-SRV7JD1Q,2024-10-26,2024-12-30,65,1293,3563,4194.231901,0.8495,0.0424
,,,,,,,,,,LE-UBFQ7ZPF,Charlotte Tilbury Noir Mascara,1,45.48,,,POP101395,1,22,3,4,LE-UBFQ7ZPF,2025-03-08,2025-03-13,5,2600,405,733.9615803,0.5518,0.0312
,,,,,,,,,,LE-8KNCB6XL,Huda Beauty Glow Lipstick,3,54.53,,,POP102039,20,27,1,4,LE-8KNCB6XL,2024-04-10,2024-05-13,33,824,838,1341.014562,0.6249,0.0308
,,,,,,,,,,LE-11173AUD,Clé de Peau Beauté Velvet Eyeshadow Palette,1,112.9,,,POP101607,19,13,1,1,LE-11173AUD,2024-06-06,2024-06-13,7,1148,3909,4711.909354,0.8296,0.4864
,,,,,,,,,,LE-NX9ODG0J,Lancôme Lumière Setting Powder,5,50.86,,,POP102122,24,18,5,1,LE-NX9ODG0J,2025-03-18,2025-03-29,11,713,707,1046.012724,0.6759,0.0901
,,,,,,,,,,LE-IC6DXN6U,Dior Noir Setting Powder,5,75,,,POP100071,18,19,2,5,LE-IC6DXN6U,2024-12-06,2025-01-25,50,2375,2072,2899.930021,0.7145,0.0174
,,,,,,,,,,LE-W7RR2WVS,Guerlain Velvet Fragrance,2,324.18,,,POP101779,7,20,2,3,LE-W7RR2WVS,2025-01-15,2025-02-21,37,1348,3007,3598.181165,0.8357,0.0603
,,,,,,,,,,LE-SDUSJU33,Bobbi Brown Mirage Serum,6,157,,,POP101846,17,3,4,5,LE-SDUSJU33,2024-10-04,2024-12-21,78,1503,3431,4682.041485,0.7328,0.0293
,,,,,,,,,,LE-AZVT6TUK,Chanel Mirage Primer,4,72.83,,,POP100585,14,17,2,3,LE-AZVT6TUK,2024-10-21,2024-11-22,32,2149,1885,2492.067689,0.7564,0.0274
,,,,,,,,,,LE-RBKCGS2S,Shiseido Éclat Serum,6,84.87,,,POP100610,21,11,5,1,LE-RBKCGS2S,2024-11-20,2024-12-08,18,1328,873,1001.951108,0.8713,0.0365
,,,,,,,,,,LE-TKI18XND,Tom Ford Beauty Noir Serum,2,121.39,,,POP101974,5,5,1,5,LE-TKI18XND,2024-07-23,2024-10-04,73,1241,3361,4166.873295,0.8066,0.0371
,,,,,,,,,,LE-X4DXOUYB,Valentino Beauty Éclat Highlighter,2,59.3,,,POP101815,2,12,5,1,LE-X4DXOUYB,2024-09-21,2024-12-15,85,1438,1701,2375.034906,0.7162,0.0139
,,,,,,,,,,LE-HHRWPV2R,Pat McGrath Labs Velvet Serum,6,144.65,,,POP101105,9,6,2,5,LE-HHRWPV2R,2024-08-08,2024-10-13,66,944,1829,2856.919713,0.6402,0.0294
,,,,,,,,,,LE-Z6C95MLZ,Pat McGrath Labs Éclat Foundation,5,109.73,,,POP101118,9,17,4,5,LE-Z6C95MLZ,2025-03-24,2025-04-27,34,1638,1430,2533.215235,0.5645,0.0257
,,,,,,,,,,LE-ZKOWXEPC,Lancôme Glow Lipstick,3,45.64,,,POP100840,24,25,3,4,LE-ZKOWXEPC,2024-10-17,2024-11-21,35,858,1659,2241.891892,0.74,0.0552
,,,,,,,,,,LE-MSFB8XL7,YSL Beauty Velvet Foundation,5,56.51,,,POP101942,3,9,5,1,LE-MSFB8XL7,2025-06-02,2025-07-23,51,1709,3171,4776.321735,0.6639,0.0364
,,,,,,,,,,LE-Y5MKZ45I,Hourglass Lumière Blush,4,64.95,,,POP101044,23,1,3,3,LE-Y5MKZ45I,2024-04-27,2024-05-01,4,1986,2394,2991.004498,0.8004,0.3014
,,,,,,,,,,LE-FD57UAHC,Dior Pearl Blush,4,65.63,,,POP100987,18,22,3,4,LE-FD57UAHC,2024-12-13,2025-01-04,22,2276,1045,1214.975003,0.8601,0.0209
,,,,,,,,,,LE-6F6HB0GX,Chanel Noir Foundation,5,118.46,,,POP100256,14,22,5,1,LE-6F6HB0GX,2025-05-29,2025-06-26,28,1070,1720,2470.909352,0.6961,0.0574
,,,,,,,,,,LE-LALGMAYL,Sisley-Paris Rouge Foundation,5,51.33,,,POP101945,16,12,3,2,LE-LALGMAYL,2025-04-30,2025-05-08,8,2033,4217,4416.169232,0.9549,0.2593
,,,,,,,,,,LE-7RPWJ9H6,Lancôme Éclat Setting Powder,5,56.53,,,POP101922,24,25,5,3,LE-7RPWJ9H6,2024-05-18,2024-08-14,88,669,3099,4149.149819,0.7469,0.0526
,,,,,,,,,,LE-3OAR33HI,La Prairie Velvet Fragrance,2,134.21,,,POP100387,12,3,3,1,LE-3OAR33HI,2025-03-29,2025-05-19,51,2200,2793,4121.292607,0.6777,0.0249
,,,,,,,,,,LE-QHQQXWM6,Estée Lauder Velvet Fragrance,2,174.22,,,POP100543,10,10,1,1,LE-QHQQXWM6,2025-04-22,2025-05-29,37,934,2142,3572.977481,0.5995,0.062
,,,,,,,,,,LE-6E92S4O2,Dior Glow Lipstick,3,36.01,,,POP101251,18,17,2,5,LE-6E92S4O2,2025-07-27,2025-08-09,13,2052,2325,4420.992584,0.5259,0.0872
,,,,,,,,,,LE-ADTZ80VS,YSL Beauty Noir Lipstick,3,39.54,,,POP100020,3,6,5,3,LE-ADTZ80VS,2024-11-02,2025-01-01,60,767,2693,4159.073359,0.6475,0.0585
,,,,,,,,,,LE-OCG1AFFH,Guerlain Velvet Primer,4,54.24,,,POP100710,7,4,4,3,LE-OCG1AFFH,2024-09-17,2024-10-03,16,1245,1744,2624.134818,0.6646,0.0876
,,,,,,,,,,LE-06UA30PM,Sisley-Paris Satin Eyeshadow Palette,1,115.81,,,POP101225,16,8,2,5,LE-06UA30PM,2024-07-27,2024-10-09,74,2070,1917,3867.258422,0.4957,0.0125
,,,,,,,,,,LE-P6V9ZGLG,Fenty Beauty Lumière Eyeshadow Palette,1,72.67,,,POP100381,22,13,1,2,LE-P6V9ZGLG,2024-07-24,2024-09-11,49,1183,1442,2005.005562,0.7192,0.0249
,,,,,,,,,,LE-Z07Z35PX,Sisley-Paris Satin Blush,4,42.97,,,POP101635,16,6,3,5,LE-Z07Z35PX,2024-11-04,2025-01-04,61,1157,766,785.9634722,0.9746,0.0109
,,,,,,,,,,LE-44LYTE7G,La Prairie Rouge Primer,4,50.46,,,POP101703,12,18,1,1,LE-44LYTE7G,2024-11-09,2025-01-30,82,787,2568,4617.044229,0.5562,0.0398
,,,,,,,,,,LE-WCEZV73W,Armani Beauty Glow Setting Powder,5,47.94,,,POP100755,11,4,2,5,LE-WCEZV73W,2024-08-02,,43,1568,1677,1881.099271,0.8915,0.0249
,,,,,,,,,,LE-SIUFODYE,Armani Beauty Pearl Eyeshadow Palette,1,132.1,,,POP101164,11,25,4,1,LE-SIUFODYE,2024-08-22,2024-10-26,65,1360,2064,2076.041038,0.9942,0.0233
,,,,,,,,,,LE-TYDMGFS7,Estée Lauder Lumière Primer,4,45.31,,,POP100925,10,20,4,2,LE-TYDMGFS7,2025-02-21,2025-05-13,81,1646,1151,1786.989598,0.6441,0.0086
,,,,,,,,,,LE-TXGD2H2U,MAC Cosmetics Glow Lipstick,3,45.1,,,POP100552,13,9,2,5,LE-TXGD2H2U,2024-07-05,2024-07-22,17,2011,1700,2962.188535,0.5739,0.0497
,,,,,,,,,,LE-4DGA2I4I,Chanel Mirage Highlighter,4,41.95,,,POP101670,14,30,4,5,LE-4DGA2I4I,2024-05-08,2024-06-29,52,858,4463,4838.989483,0.9223,0.1
,,,,,,,,,,LE-N6UG17BT,Sisley-Paris Velvet Mascara,1,32.39,,,POP101778,16,25,4,2,LE-N6UG17BT,2024-10-07,2024-11-12,36,1302,1733,2200.076171,0.7877,0.037
,,,,,,,,,,LE-0YVVWG55,Chanel Satin Highlighter,4,35.21,,,POP101231,14,11,3,3,LE-0YVVWG55,2024-07-10,2024-08-20,41,1917,983,1149.035652,0.8555,0.0125
,,,,,,,,,,LE-2N952P5L,Dior Pearl Mascara,1,43.27,,,POP101545,18,19,1,3,LE-2N952P5L,2025-04-28,2025-05-14,16,562,1568,2440.846824,0.6424,0.1744
,,,,,,,,,,LE-LST12DPP,Huda Beauty Mirage Blush,2,39.97,,,POP102009,20,16,4,3,LE-LST12DPP,2025-04-09,2025-04-27,18,1010,1368,1568.088033,0.8724,0.0752
,,,,,,,,,,LE-P14A2PXL,Charlotte Tilbury Rouge Highlighter,4,77.33,,,POP101671,1,30,5,3,LE-P14A2PXL,2024-11-17,2024-12-10,23,1013,830,1662.993388,0.4991,0.0356
,,,,,,,,,,LE-75XWD67A,Charlotte Tilbury Mirage Primer,4,44.6,,,POP100374,1,5,1,2,LE-75XWD67A,2024-10-11,2024-12-15,65,1258,610,871.055262,0.7003,0.0075
,,,,,,,,,,LE-VY4YU47L,Charlotte Tilbury Velvet Highlighter,4,62.19,,,POP100270,1,25,3,3,LE-VY4YU47L,2025-06-03,2025-06-08,5,2613,1189,1470.07913,0.8088,0.091
,,,,,,,,,,LE-HHMFOIEA,Tom Ford Beauty Glow Setting Powder,5,78.95,,,POP100744,5,17,1,3,LE-HHMFOIEA,2025-05-12,2025-06-07,26,700,2852,3678.101625,0.7754,0.1567
,,,,,,,,,,LE-7GYPYDF0,Sisley-Paris Satin Blush,4,56.3,,,POP101337,16,21,3,5,LE-7GYPYDF0,2025-01-28,2025-04-22,84,1184,2058,2432.911692,0.8459,0.0207
,,,,,,,,,,LE-6ZLE0HZF,Armani Beauty Pearl Foundation,5,46.17,,,POP100555,11,12,2,4,LE-6ZLE0HZF,2025-02-19,2025-05-19,89,1718,394,806.0556465,0.4888,0.0026
,,,,,,,,,,LE-5G4EDJVE,Lancôme Mirage Mascara,1,60.49,,,POP101825,24,26,5,5,LE-5G4EDJVE,2024-11-16,2025-01-12,57,1043,4409,4534.142328,0.9724,0.0742
,,,,,,,,,,LE-7YAVIQ0M,Givenchy Beauty Éclat Foundation,5,68.65,,,POP100849,6,6,1,2,LE-7YAVIQ0M,2025-01-14,2025-02-20,37,934,777,1157.973174,0.671,0.0225
,,,,,,,,,,LE-ZXUS8WZA,Valentino Beauty Satin Lipstick,3,36.85,,,POP100810,2,17,4,3,LE-ZXUS8WZA,2024-11-14,2024-11-26,12,1462,278,402.0245842,0.6915,0.0158
,,,,,,,,,,LE-LIGE2IBM,Chanel Glow Setting Powder,5,76.53,,,POP100025,14,17,1,2,LE-LIGE2IBM,2025-02-27,2025-05-16,78,764,3744,4232.899943,0.8845,0.0628
,,,,,,,,,,LE-PF8TQ2CX,Dior Velvet Blush,4,59.11,,,POP101466,18,24,4,1,LE-PF8TQ2CX,2024-12-26,2025-03-19,83,1463,4844,4844,1,0.0399
,,,,,,,,,,LE-W458SB4I,Pat McGrath Labs Rouge Blush,4,66.51,,,POP100078,9,30,5,1,LE-W458SB4I,2024-06-28,2024-08-24,57,1134,1326,1671.077505,0.7935,0.0205
,,,,,,,,,,LE-DHIU8T6O,Rare Beauty Opulence Serum,2,296.22,,,POP100366,8,16,3,2,LE-DHIU8T6O,2025-06-03,2025-08-04,62,1189,3434,4758.209782,0.7217,0.0466
,,,,,,,,,,LE-1L2BBJZA,Charlotte Tilbury Opulence Mascara,1,63.97,,,POP101541,1,9,5,3,LE-1L2BBJZA,2024-04-09,2024-06-20,72,919,499,752.9802324,0.6627,0.0075
,,,,,,,,,,LE-1B1KEWX7,Sisley-Paris Rouge Mascara,1,35.21,,,POP100032,16,22,2,5,LE-1B1KEWX7,2024-03-04,2024-05-14,71,1701,2641,4577.12305,0.577,0.0219
,,,,,,,,,,LE-WCNEVUU5,Valentino Beauty Velvet Lipstick,3,35.19,,,POP100532,2,9,2,2,LE-WCNEVUU5,2024-09-06,2024-11-09,64,1283,1607,1778.048241,0.9038,0.0196
,,,,,,,,,,LE-ZQGC0CH0,Huda Beauty Velvet Mascara,1,32.66,,,POP102017,20,2,2,5,LE-ZQGC0CH0,2025-02-07,2025-02-19,12,1910,3092,3706.100923,0.8343,0.1349
,,,,,,,,,,LE-7N7K3EZQ,Valentino Beauty Noir Highlighter,2,55.85,,,POP101064,2,13,1,5,LE-7N7K3EZQ,2024-05-05,2024-07-10,66,556,2599,3332.051282,0.78,0.0708
,,,,,,,,,,LE-195GXUWU,Dior Lumière Fragrance,2,223.21,,,POP101553,18,27,2,3,LE-195GXUWU,2024-05-13,2024-05-19,6,1772,1683,1744.041451,0.965,0.1583
,,,,,,,,,,LE-CLTNOT58,Hourglass Lumière Foundation,5,96.68,,,POP100993,23,30,1,3,LE-CLTNOT58,2024-03-20,2024-03-25,5,1284,2808,3688.912244,0.7612,0.4374
,,,,,,,,,,LE-ZX8P3JRD,Lancôme Satin Highlighter,4,39.38,,,POP100527,24,17,5,3,LE-ZX8P3JRD,2025-01-22,2025-04-19,87,812,980,1130.986728,0.8665,0.0139
,,,,,,,,,,LE-MLB5IPRW,Estée Lauder Glow Primer,4,82.11,,,POP100163,10,20,4,3,LE-MLB5IPRW,2024-10-11,2024-12-13,63,868,2076,2417.889588,0.8586,0.038
,,,,,,,,,,LE-LFRXVT72,Clé de Peau Beauté Satin Primer,2,51.96,,,POP100203,19,6,2,2,LE-LFRXVT72,2024-11-22,2025-01-08,47,2479,671,706.9855653,0.9491,0.0058
,,,,,,,,,,LE-NQ5EQN3F,Shiseido Pearl Blush,4,65.03,,,POP101355,21,21,1,5,LE-NQ5EQN3F,2025-06-02,2025-07-20,48,1045,833,941.0302756,0.8852,0.0166
,,,,,,,,,,LE-ZDD3271D,Huda Beauty Velvet Primer,2,69.16,,,POP102028,20,25,3,5,LE-ZDD3271D,2025-05-03,2025-06-09,37,2218,2552,3500.205733,0.7291,0.0311
,,,,,,,,,,LE-25PJ3RWG,Shiseido Éclat Highlighter,4,47.77,,,POP100432,21,12,3,4,LE-25PJ3RWG,2024-11-28,2025-02-21,85,1561,2543,4573.741007,0.556,0.0192
,,,,,,,,,,LE-0UGL76H2,Dior Mirage Setting Powder,5,47.11,,,POP101094,18,16,5,5,LE-0UGL76H2,2024-07-28,2024-10-23,87,1376,2314,4941.276959,0.4683,0.0193
,,,,,,,,,,LE-3OR84ZDV,Bobbi Brown Pearl Serum,6,254.07,,,POP100305,17,16,1,4,LE-3OR84ZDV,2024-12-11,2025-02-03,54,647,1675,1899.092971,0.882,0.0479
,,,,,,,,,,LE-GTLQQTUY,Fenty Beauty Pearl Mascara,1,53.91,,,POP101474,22,13,1,3,LE-GTLQQTUY,2025-03-06,2025-05-12,67,1041,840,1110.964158,0.7561,0.012
,,,,,,,,,,LE-4JUFD69N,MAC Cosmetics Velvet Blush,4,35.92,,,POP101776,13,1,3,5,LE-4JUFD69N,2024-02-19,2024-03-13,23,1418,1362,2533.010973,0.5377,0.0418
,,,,,,,,,,LE-SAU3VWFR,Givenchy Beauty Opulence Setting Powder,5,46.98,,,POP102115,6,19,4,2,LE-SAU3VWFR,2024-12-18,2025-02-12,56,954,652,1215.057771,0.5366,0.0122
,,,,,,,,,,LE-7YAASC5C,La Prairie Velvet Primer,4,53.76,,,POP100192,12,1,2,4,LE-7YAASC5C,2024-06-27,2024-06-30,3,928,2555,3121.182507,0.8186,0.9177
,,,,,,,,,,LE-A2P1USXW,Guerlain Mirage Mascara,1,53.42,,,POP100999,7,11,1,5,LE-A2P1USXW,2025-01-04,2025-01-11,7,969,1917,2451.093211,0.7821,0.2826
,,,,,,,,,,LE-C6VVXEGL,Estée Lauder Rouge Fragrance,2,242.56,,,POP100480,10,24,3,4,LE-C6VVXEGL,2024-08-04,2024-10-22,79,2087,1609,1790.96171,0.8984,0.0098
,,,,,,,,,,LE-WN3RYM6Y,Shiseido Lumière Blush,4,37.79,,,POP101660,21,1,2,2,LE-WN3RYM6Y,2025-02-15,2025-05-11,85,1043,1699,3206.870517,0.5298,0.0192
,,,,,,,,,,LE-15TX4NG1,Fenty Beauty Velvet Highlighter,2,45.76,,,POP100719,22,10,5,2,LE-15TX4NG1,2024-08-20,2024-09-24,35,862,795,1727.134478,0.4603,0.0264
,,,,,,,,,,LE-94MBVQIV,Sisley-Paris Velvet Highlighter,4,76,,,POP100836,16,20,5,4,LE-94MBVQIV,2024-07-12,2024-10-01,81,1953,880,1798.855274,0.4892,0.0056
,,,,,,,,,,LE-LE228CSK,Fenty Beauty Lumière Setting Powder,5,57.96,,,POP101013,22,3,4,5,LE-LE228CSK,2025-01-16,2025-03-17,60,566,669,1195.069668,0.5598,0.0197
,,,,,,,,,,LE-S56WZB6O,MAC Cosmetics Mirage Foundation,5,116.18,,,POP101538,13,11,3,5,LE-S56WZB6O,2024-12-13,2025-02-24,73,2463,2802,4496.148909,0.6232,0.0156
,,,,,,,,,,LE-RZILIOZ8,MAC Cosmetics Velvet Serum,6,86.96,,,POP100218,13,5,4,2,LE-RZILIOZ8,2024-07-14,2024-07-24,10,1351,1996,2825.99462,0.7063,0.1477
,,,,,,,,,,LE-IWD2ROSR,Clé de Peau Beauté Glow Foundation,5,57.58,,,POP100893,19,27,3,2,LE-IWD2ROSR,2024-03-15,2024-03-27,12,1809,2286,3881.813551,0.5889,0.1053
,,,,,,,,,,LE-F9W4LZG0,Estée Lauder Noir Primer,4,74.61,,,POP102098,10,9,1,5,LE-F9W4LZG0,2025-05-26,2025-06-09,14,805,2441,4099.076406,0.5955,0.2166
,,,,,,,,,,LE-G3A7JFIF,Fenty Beauty Opulence Lipstick,3,38.35,,,POP100351,22,19,4,1,LE-G3A7JFIF,2024-12-01,2025-02-02,63,1528,349,640.0146708,0.5453,0.0036
,,,,,,,,,,LE-BR6RRTY3,Fenty Beauty Glow Eyeshadow Palette,1,136.54,,,POP101844,22,9,5,3,LE-BR6RRTY3,2024-04-01,2024-06-11,71,1999,2042,2680.141751,0.7619,0.0144
,,,,,,,,,,LE-YZI750T5,Bobbi Brown Velvet Highlighter,4,43.59,,,POP101053,17,11,2,5,LE-YZI750T5,2024-03-08,2024-03-15,7,742,284,555.990603,0.5108,0.0547
,,,,,,,,,,LE-8RF6K33K,Clé de Peau Beauté Satin Serum,2,172.84,,,POP100780,19,2,5,4,LE-8RF6K33K,2025-04-10,2025-05-17,37,1583,882,1834.824215,0.4807,0.0151
,,,,,,,,,,LE-MXI8MEJY,Fenty Beauty Éclat Serum,2,211.8,,,POP101718,22,16,3,5,LE-MXI8MEJY,2024-05-15,2024-06-24,40,2486,2449,2598.959992,0.9423,0.0246
,,,,,,,,,,LE-YM1INTM6,Sisley-Paris Rouge Lipstick,3,30.96,,,POP100886,16,18,5,4,LE-YM1INTM6,2024-07-10,2024-08-12,33,838,3391,4088.004822,0.8295,0.1226
,,,,,,,,,,LE-4OW3O3HP,Lancôme Mirage Mascara,1,33.49,,,POP101437,24,24,4,3,LE-4OW3O3HP,2024-07-29,2024-09-01,34,1071,1482,3176.168024,0.4666,0.0407
,,,,,,,,,,LE-D6DSK860,Charlotte Tilbury Lumière Eyeshadow Palette,1,54.91,,,POP100059,1,12,2,3,LE-D6DSK860,2024-07-23,2024-10-13,82,1217,2172,2172,1,0.0218
,,,,,,,,,,LE-GKWTXUGY,Chanel Éclat Lipstick,3,31.2,,,POP100411,14,20,5,1,LE-GKWTXUGY,2025-05-18,2025-08-04,78,1356,2250,2424.046542,0.9282,0.0213
,,,,,,,,,,LE-TSI9834H,Pat McGrath Labs Rouge Eyeshadow Palette,1,89.75,,,POP101286,9,13,5,4,LE-TSI9834H,2024-08-25,2024-10-23,59,1719,2128,4573.39351,0.4653,0.021
,,,,,,,,,,LE-6JKNCSNM,Clé de Peau Beauté Lumière Mascara,1,58.52,,,POP101242,19,1,5,4,LE-6JKNCSNM,2024-06-07,2024-07-27,50,1091,3316,3577.90246,0.9268,0.0608
,,,,,,,,,,LE-YUU61AKT,Pat McGrath Labs Pearl Setting Powder,5,50.52,,,POP102066,9,5,2,2,LE-YUU61AKT,2024-12-11,2025-02-23,74,2114,1752,2502.142245,0.7002,0.0112
,,,,,,,,,,LE-IIZ2YAG2,Lancôme Mirage Eyeshadow Palette,1,131.69,,,POP100073,24,18,3,1,LE-IIZ2YAG2,2024-05-08,2024-07-21,74,905,3191,3653.956258,0.8733,0.0476
,,,,,,,,,,LE-VK03G6QA,NARS Éclat Blush,4,55.52,,,POP100613,15,26,4,3,LE-VK03G6QA,2024-08-18,2024-10-06,49,555,599,804.0268456,0.745,0.022
,,,,,,,,,,LE-D1MB29BI,Bobbi Brown Glow Lipstick,3,74,,,POP101268,17,25,5,4,LE-D1MB29BI,2024-10-20,2024-12-05,46,1202,2064,3251.930046,0.6347,0.0373
,,,,,,,,,,LE-FWAP21MD,Tom Ford Beauty Éclat Primer,2,67.1,,,POP100162,5,3,3,4,LE-FWAP21MD,2024-04-13,2024-06-12,60,2216,2987,4130.254425,0.7232,0.0225
,,,,,,,,,,LE-48QJZ2PU,Givenchy Beauty Satin Primer,2,63.95,,,POP100939,6,18,3,1,LE-48QJZ2PU,2025-04-13,2025-05-26,43,1738,2052,4104.820964,0.4999,0.0275
,,,,,,,,,,LE-JZSV1A02,Sisley-Paris Éclat Foundation,5,106.34,,,POP101654,16,7,1,1,LE-JZSV1A02,2024-05-22,2024-06-09,18,1110,1351,1351,1,0.0676
,,,,,,,,,,LE-2GKYT5VA,Dior Opulence Mascara,1,45.5,,,POP100447,18,7,5,1,LE-2GKYT5VA,2024-03-21,2024-05-28,68,1964,2193,2608.850821,0.8406,0.0164
,,,,,,,,,,LE-PBWCWWRC,NARS Velvet Blush,4,49.78,,,POP101385,15,23,3,4,LE-PBWCWWRC,2024-07-04,2024-07-13,9,2834,3284,3284,1,0.1288
,,,,,,,,,,LE-IPN5T5WV,La Prairie Éclat Mascara,1,59.35,,,POP100353,12,24,2,5,LE-IPN5T5WV,2024-09-27,2024-10-06,9,1614,1725,2052.105639,0.8406,0.1188
,,,,,,,,,,LE-VY2FMUCB,Guerlain Velvet Mascara,1,70.53,,,POP101436,7,1,4,4,LE-VY2FMUCB,2024-10-20,2025-01-08,80,1481,2073,4305.29595,0.4815,0.0175
,,,,,,,,,,LE-QDCR80GE,Pat McGrath Labs Éclat Setting Powder,5,44.9,,,POP100916,9,9,1,2,LE-QDCR80GE,2024-05-10,2024-05-31,21,1163,472,1092.086997,0.4322,0.0193
,,,,,,,,,,LE-3412CJHJ,MAC Cosmetics Pearl Fragrance,2,211.63,,,POP101234,13,13,5,5,LE-3412CJHJ,2024-08-17,2024-08-21,4,1438,1025,1472.912775,0.6959,0.1782
,,,,,,,,,,LE-LKF7E8HV,Armani Beauty Lumière Mascara,1,45.07,,,POP102091,11,2,4,5,LE-LKF7E8HV,2024-03-17,2024-04-28,42,1745,713,849.0116694,0.8398,0.0097
,,,,,,,,,,LE-L5MPGB6L,Chanel Éclat Fragrance,2,211.32,,,POP100727,14,5,2,3,LE-L5MPGB6L,2025-02-13,2025-04-27,73,1531,2639,4198.218263,0.6286,0.0236
,,,,,,,,,,LE-7Q3FICZD,Guerlain Mirage Mascara,1,41.5,,,POP100567,7,4,4,2,LE-7Q3FICZD,2025-01-08,2025-01-13,5,1657,1775,2268.080756,0.7826,0.2142
,,,,,,,,,,LE-WNTJ42BE,Shiseido Éclat Foundation,5,92.16,,,POP100045,21,17,4,2,LE-WNTJ42BE,2024-12-06,2025-01-30,55,1601,1257,2181.155648,0.5763,0.0143
,,,,,,,,,,LE-OR525YAP,Fenty Beauty Mirage Primer,2,39.48,,,POP101318,22,8,1,5,LE-OR525YAP,2025-01-25,,57,507,816,1187.945844,0.6869,0.0282
,,,,,,,,,,LE-94031G12,Hermès Beauty Velvet Serum,2,96.31,,,POP100519,4,16,1,4,LE-94031G12,2024-10-26,2024-12-31,66,1201,175,233.9885011,0.7479,0.0022
,,,,,,,,,,LE-H3U230CQ,Hermès Beauty Velvet Setting Powder,5,69.59,,,POP100617,4,1,4,5,LE-H3U230CQ,2024-04-07,2024-04-18,11,1645,607,1153.992395,0.526,0.0335
,,,,,,,,,,LE-RWS1PYHD,Guerlain Lumière Setting Powder,5,63.28,,,POP100294,7,6,5,4,LE-RWS1PYHD,2024-11-04,2024-12-12,38,1204,254,493.9712174,0.5142,0.0056
,,,,,,,,,,LE-1K2P147D,Pat McGrath Labs Lumière Setting Powder,5,52.72,,,POP101731,9,18,5,4,LE-1K2P147D,2024-04-01,2024-06-13,73,1296,1187,2033.927347,0.5836,0.0125
,,,,,,,,,,LE-0C1V91SY,YSL Beauty Noir Highlighter,2,60.51,,,POP100076,3,11,4,2,LE-0C1V91SY,2024-05-07,2024-06-10,34,1671,725,779.9892415,0.9295,0.0128
,,,,,,,,,,LE-HKC57Y22,Rare Beauty Lumière Setting Powder,5,54.69,,,POP100205,8,12,1,1,LE-HKC57Y22,2024-07-22,2024-10-04,74,566,1738,2722.004699,0.6385,0.0415
,,,,,,,,,,LE-4HA0O7M7,Rare Beauty Lumière Foundation,5,57.57,,,POP101588,8,11,4,3,LE-4HA0O7M7,2025-03-31,2025-04-16,16,948,192,373.0328347,0.5147,0.0127
,,,,,,,,,,LE-73EF4MAT,Lancôme Noir Setting Powder,5,83.6,,,POP100494,24,8,4,2,LE-73EF4MAT,2024-02-22,2024-03-01,8,1404,2568,2620.94305,0.9798,0.2286
,,,,,,,,,,LE-MUUSUQ0L,Hermès Beauty Pearl Primer,2,35.03,,,POP101822,4,9,4,1,LE-MUUSUQ0L,2024-12-29,2025-01-15,17,1367,1231,1380.044843,0.892,0.053
,,,,,,,,,,LE-307PZD1D,Hourglass Pearl Primer,4,44.65,,,POP100414,23,21,3,3,LE-307PZD1D,2025-06-25,2025-08-07,43,998,3305,4073.206803,0.8114,0.077
